date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,vaccination_provider_id
2020-12-14,CA,,5.0,,,,5.0,1
2020-12-15,CA,722.0,727.0,,,722.0,727.0,1
2020-12-16,CA,2298.0,3025.0,,,2298.0,3025.0,1
2020-12-17,CA,4254.0,7279.0,,,4254.0,7279.0,1
2020-12-18,CA,4017.0,11296.0,,,4017.0,11296.0,1
2020-12-19,CA,1071.0,12362.0,,0.0,1071.0,12362.0,1
2020-12-20,CA,861.0,13228.0,,,861.0,13228.0,1
2020-12-21,CA,7845.0,21073.0,,,7845.0,21073.0,1
2020-12-22,CA,5788.0,26861.0,,1.0,5789.0,26862.0,1
2020-12-23,CA,8685.0,35546.0,0.0,1.0,8685.0,35547.0,1
2020-12-24,CA,10198.0,45744.0,0.0,1.0,10198.0,45745.0,1
2020-12-25,CA,3047.0,48791.0,0.0,1.0,3047.0,48792.0,1
2020-12-26,CA,33794.0,46156.0,0.0,0.0,33794.0,46156.0,1
2020-12-27,CA,3611.0,52418.0,0.0,1.0,3611.0,52419.0,1
2020-12-28,CA,6622.0,59040.0,0.0,1.0,6622.0,59041.0,1
2020-12-29,CA,13015.0,72055.0,1.0,2.0,13016.0,72057.0,1
2020-12-30,CA,13440.0,85495.0,0.0,2.0,13440.0,85497.0,1
2020-12-31,CA,12945.0,98440.0,0.0,2.0,12945.0,98442.0,1
2021-01-01,CA,6961.0,105401.0,1.0,3.0,6962.0,105404.0,1
2021-01-02,CA,36356.0,82512.0,0.0,0.0,36356.0,82512.0,1
2021-01-03,CA,5208.0,115253.0,0.0,3.0,5208.0,115256.0,1
2021-01-04,CA,23602.0,138855.0,0.0,3.0,23602.0,138858.0,1
2021-01-05,CA,17822.0,156677.0,3.0,6.0,17825.0,156683.0,1
2021-01-06,CA,27647.0,184324.0,442.0,448.0,28089.0,184772.0,1
2021-01-07,CA,36164.0,220488.0,976.0,1424.0,37140.0,221912.0,1
2021-01-08,CA,40598.0,261086.0,1270.0,2694.0,41868.0,263780.0,1
2021-01-09,CA,134833.0,217345.0,4521.0,4521.0,139354.0,221866.0,1
2021-01-10,CA,23492.0,319545.0,16.0,3952.0,23508.0,323497.0,1
2021-01-11,CA,38333.0,357878.0,11.0,3963.0,38344.0,361841.0,1
2021-01-12,CA,29658.0,387536.0,1553.0,5516.0,31211.0,393052.0,1
2021-01-13,CA,22543.0,410079.0,7770.0,13286.0,30313.0,423365.0,1
2021-01-14,CA,39570.0,449649.0,3070.0,16356.0,42640.0,466005.0,1
2021-01-15,CA,46416.0,496065.0,3057.0,19413.0,49473.0,515478.0,1
2021-01-16,CA,347576.0,564921.0,22227.0,26748.0,369803.0,591669.0,1
2021-01-17,CA,27337.0,560100.0,1258.0,21855.0,28595.0,581955.0,1
2021-01-18,CA,40560.0,600660.0,735.0,22590.0,41295.0,623250.0,1
2021-01-19,CA,37135.0,637795.0,2250.0,24840.0,39385.0,662635.0,1
2021-01-20,CA,30190.0,667985.0,13152.0,37992.0,43342.0,705977.0,1
2021-01-21,CA,37294.0,705279.0,5800.0,43792.0,43094.0,749071.0,1
2021-01-22,CA,31691.0,736970.0,6336.0,50128.0,38027.0,787098.0,1
2021-01-23,CA,210579.0,775500.0,32546.0,59294.0,243125.0,834794.0,1
2021-01-24,CA,12017.0,772089.0,2659.0,57169.0,14676.0,829258.0,1
2021-01-25,CA,15212.0,787301.0,8237.0,65406.0,23449.0,852707.0,1
2021-01-26,CA,21438.0,808739.0,8219.0,73625.0,29657.0,882364.0,1
2021-01-27,CA,13568.0,822307.0,9550.0,83175.0,23118.0,905482.0,1
2021-01-28,CA,15079.0,837386.0,9939.0,93114.0,25018.0,930500.0,1
2021-01-29,CA,12334.0,849720.0,9442.0,102556.0,21776.0,952276.0,1
2021-01-30,CA,83740.0,859240.0,54355.0,113649.0,138095.0,972889.0,1
2021-01-31,CA,2617.0,858979.0,2556.0,113624.0,5173.0,972603.0,1
2021-02-01,CA,13729.0,872708.0,4583.0,118207.0,18312.0,990915.0,1
2021-02-02,CA,6681.0,879389.0,4934.0,123141.0,11615.0,1002530.0,1
2021-02-03,CA,4314.0,883703.0,9353.0,132494.0,13667.0,1016197.0,1
2021-02-04,CA,7022.0,890725.0,12555.0,145049.0,19577.0,1035774.0,1
2021-02-05,CA,10248.0,900973.0,13325.0,158374.0,23573.0,1059347.0,1
2021-02-06,CA,42162.0,901402.0,60130.0,173779.0,102292.0,1075181.0,1
2021-02-07,CA,6063.0,914887.0,7792.0,179929.0,13855.0,1094816.0,1
2021-02-08,CA,10466.0,925353.0,10951.0,190880.0,21417.0,1116233.0,1
2021-02-09,CA,9446.0,934799.0,17359.0,208239.0,26805.0,1143038.0,1
2021-02-10,CA,9687.0,944486.0,20237.0,228476.0,29924.0,1172962.0,1
2021-02-11,CA,12648.0,957134.0,21079.0,249555.0,33730.0,1206692.0,1
2021-02-12,CA,14053.0,971187.0,23421.0,272976.0,37476.0,1244168.0,1
2021-02-13,CA,71658.0,973060.0,133590.0,307369.0,205248.0,1280429.0,1
2021-02-14,CA,2355.0,986212.0,13881.0,308220.0,16236.0,1294437.0,1
2021-02-15,CA,1719.0,987931.0,8932.0,317152.0,10651.0,1305088.0,1
2021-02-16,CA,8548.0,996479.0,17410.0,334562.0,25958.0,1331046.0,1
2021-02-17,CA,4936.0,1001415.0,16519.0,351081.0,21455.0,1352501.0,1
2021-02-18,CA,7781.0,1009196.0,19759.0,370840.0,27540.0,1380041.0,1
2021-02-19,CA,25779.0,1034975.0,24714.0,395554.0,50495.0,1430536.0,1
2021-02-20,CA,113441.0,1086501.0,127898.0,435267.0,241339.0,1521768.0,1
2021-02-21,CA,28779.0,1097797.0,12527.0,425863.0,41307.0,1523672.0,1
2021-02-22,CA,30007.0,1127804.0,32216.0,458079.0,62224.0,1585896.0,1
2021-02-23,CA,30756.0,1158560.0,18893.0,476972.0,49649.0,1635545.0,1
2021-02-24,CA,31813.0,1190373.0,14764.0,491736.0,46577.0,1682122.0,1
2021-02-25,CA,41747.0,1232120.0,17118.0,508854.0,58865.0,1740987.0,1
2021-02-26,CA,55538.0,1287658.0,12876.0,521730.0,68414.0,1809401.0,1
2021-02-27,CA,294902.0,1381403.0,103132.0,538399.0,398034.0,1919802.0,1
2021-02-28,CA,40243.0,1382137.0,5719.0,535548.0,45962.0,1917698.0,1
2021-03-01,CA,46349.0,1428486.0,13436.0,548984.0,59785.0,1977483.0,1
2021-03-02,CA,64871.0,1493357.0,10688.0,559672.0,75559.0,2053042.0,1
2021-03-03,CA,68124.0,1561481.0,7091.0,566763.0,75215.0,2128257.0,1
2021-03-04,CA,74460.0,1635941.0,5257.0,572020.0,79717.0,2207974.0,1
2021-03-05,CA,83035.0,1718976.0,3565.0,575585.0,86600.0,2294574.0,1
2021-03-06,CA,473388.0,1854791.0,35262.0,573661.0,508650.0,2428452.0,1
2021-03-07,CA,55571.0,1845928.0,1646.0,579691.0,57217.0,2425632.0,1
2021-03-08,CA,76624.0,1922552.0,10045.0,589736.0,86669.0,2512301.0,1
2021-03-09,CA,66766.0,1989318.0,4109.0,593845.0,70877.0,2583178.0,1
2021-03-10,CA,74079.0,2063397.0,5416.0,599261.0,79495.0,2662673.0,1
2021-03-11,CA,93794.0,2157191.0,5078.0,604339.0,98872.0,2761545.0,1
2021-03-12,CA,108914.0,2266105.0,3493.0,607832.0,112407.0,2873952.0,1
2021-03-13,CA,645233.0,2500024.0,24103.0,597764.0,669336.0,3097788.0,1
2021-03-14,CA,91076.0,2460538.0,1954.0,612782.0,93030.0,3073337.0,1
2021-03-15,CA,119432.0,2579970.0,5387.0,618169.0,124819.0,3198156.0,1
2021-03-16,CA,117411.0,2697381.0,4514.0,622683.0,121927.0,3320083.0,1
2021-03-17,CA,135930.0,2833311.0,5482.0,628165.0,141413.0,3461496.0,1
2021-03-18,CA,151938.0,2985249.0,5680.0,633845.0,157618.0,3619114.0,1
2021-03-19,CA,158927.0,3144176.0,6545.0,640390.0,165472.0,3784586.0,1
2021-03-20,CA,902749.0,3402773.0,32620.0,630384.0,935369.0,4033157.0,1
2021-03-21,CA,87391.0,3360361.0,3201.0,648741.0,90592.0,4009123.0,1
2021-03-22,CA,142924.0,3503285.0,3441.0,652182.0,146365.0,4155488.0,1
2021-03-23,CA,122225.0,3625510.0,4640.0,656822.0,126867.0,4282355.0,1
2021-03-24,CA,167808.0,3793318.0,5104.0,661926.0,172913.0,4455268.0,1
2021-03-25,CA,184637.0,3977955.0,6951.0,668877.0,191588.0,4646856.0,1
2021-03-26,CA,210447.0,4188402.0,8626.0,677503.0,219073.0,4865929.0,1
2021-03-27,CA,1130263.0,4533036.0,37658.0,668042.0,1167921.0,5201078.0,1
2021-03-28,CA,144330.0,4496584.0,4171.0,688174.0,148501.0,5184783.0,1
2021-03-29,CA,182826.0,4679410.0,5961.0,694135.0,188787.0,5373570.0,1
2021-03-30,CA,166699.0,4846109.0,8390.0,702525.0,175089.0,5548659.0,1
2021-03-31,CA,216312.0,5062421.0,8546.0,711071.0,224858.0,5773517.0,1
2021-04-01,CA,198960.0,5261381.0,10796.0,721867.0,209757.0,5983274.0,1
2021-04-02,CA,165178.0,5426559.0,6364.0,728231.0,171543.0,6154817.0,1
2021-04-03,CA,1255358.0,5788394.0,48058.0,716100.0,1303416.0,6504494.0,1
2021-04-04,CA,120561.0,5738473.0,877.0,732694.0,121439.0,6471197.0,1
2021-04-05,CA,168823.0,5907296.0,13332.0,746026.0,182155.0,6653352.0,1
2021-04-06,CA,190916.0,6098212.0,12019.0,758045.0,202936.0,6856288.0,1
2021-04-07,CA,217847.0,6316059.0,17807.0,775852.0,235654.0,7091942.0,1
2021-04-08,CA,241589.0,6557648.0,18296.0,794148.0,259885.0,7351827.0,1
2021-04-09,CA,285110.0,6842758.0,19361.0,813509.0,304474.0,7656301.0,1
2021-04-10,CA,1551146.0,7339540.0,102900.0,819000.0,1654046.0,8158540.0,1
2021-04-11,CA,178401.0,7248157.0,4996.0,835183.0,183398.0,8083375.0,1
2021-04-12,CA,318119.0,7566276.0,19185.0,854368.0,337305.0,8420680.0,1
2021-04-13,CA,258002.0,7824278.0,14959.0,869327.0,272962.0,8693642.0,1
2021-04-14,CA,285392.0,8109670.0,13939.0,883266.0,299332.0,8992974.0,1
2021-04-15,CA,292818.0,8402488.0,16783.0,900049.0,309601.0,9302575.0,1
2021-04-16,CA,315107.0,8717595.0,7655.0,907704.0,322764.0,9625339.0,1
2021-04-17,CA,1855574.0,9195114.0,111098.0,930098.0,1966672.0,10125212.0,1
2021-04-18,CA,195420.0,9144196.0,5597.0,937331.0,201020.0,10081570.0,1
2021-04-19,CA,242613.0,9386809.0,20367.0,957698.0,262982.0,10344552.0,1
2021-04-20,CA,227504.0,9614313.0,11900.0,969598.0,239405.0,10583957.0,1
2021-04-21,CA,305458.0,9919771.0,13605.0,983203.0,319067.0,10903024.0,1
2021-04-22,CA,348190.0,10267961.0,17956.0,1001159.0,366148.0,11269172.0,1
2021-04-23,CA,345632.0,10613593.0,19069.0,1020228.0,364708.0,11633880.0,1
2021-04-24,CA,1937478.0,11132592.0,90351.0,1020449.0,2027829.0,12153041.0,1
2021-04-25,CA,222971.0,11110052.0,9762.0,1045835.0,232735.0,12155950.0,1
2021-04-26,CA,254541.0,11364593.0,9070.0,1054905.0,263614.0,12419564.0,1
2021-04-27,CA,241595.0,11606188.0,20754.0,1075659.0,262353.0,12681917.0,1
2021-04-28,CA,249371.0,11855559.0,16462.0,1092121.0,265837.0,12947754.0,1
2021-04-29,CA,285647.0,12141206.0,20999.0,1113120.0,306648.0,13254402.0,1
2021-04-30,CA,264565.0,12405771.0,18002.0,1131122.0,282571.0,13536973.0,1
2021-05-01,CA,1646944.0,12779536.0,103230.0,1123679.0,1750174.0,13903215.0,1
2021-05-02,CA,161991.0,12783247.0,11497.0,1161709.0,173492.0,13945048.0,1
2021-05-03,CA,218509.0,13001756.0,8740.0,1170449.0,227251.0,14172299.0,1
2021-05-04,CA,215080.0,13216836.0,19872.0,1190321.0,234960.0,14407259.0,1
2021-05-05,CA,268418.0,13485254.0,18458.0,1208779.0,286883.0,14694142.0,1
2021-05-06,CA,336935.0,13822189.0,22980.0,1231759.0,359922.0,15054064.0,1
2021-05-07,CA,374285.0,14196474.0,25820.0,1257579.0,400114.0,15454178.0,1
2021-05-08,CA,1992622.0,14772158.0,129319.0,1252998.0,2121941.0,16025156.0,1
2021-05-09,CA,264566.0,14770325.0,8405.0,1286599.0,272976.0,16057056.0,1
2021-05-10,CA,318583.0,15088908.0,18208.0,1304807.0,336792.0,16393848.0,1
2021-05-11,CA,284134.0,15373042.0,19812.0,1324619.0,303952.0,16697800.0,1
2021-05-12,CA,326543.0,15699585.0,24189.0,1348808.0,350734.0,17048534.0,1
2021-05-13,CA,368334.0,16067919.0,28998.0,1377806.0,397336.0,17445870.0,1
2021-05-14,CA,399739.0,16467658.0,35365.0,1413171.0,435107.0,17880977.0,1
2021-05-15,CA,2367910.0,17140068.0,265407.0,1518405.0,2633317.0,18658473.0,1
2021-05-16,CA,303530.0,17112963.0,15663.0,1454104.0,319194.0,18567225.0,1
2021-05-17,CA,377727.0,17490690.0,14680.0,1468784.0,392409.0,18959634.0,1
2021-05-18,CA,258875.0,17749565.0,28146.0,1496930.0,287026.0,19246660.0,1
2021-05-19,CA,323348.0,18072913.0,36585.0,1533515.0,359938.0,19606598.0,1
2021-05-20,CA,356752.0,18429665.0,44435.0,1577950.0,401195.0,20007793.0,1
2021-05-21,CA,431271.0,18860936.0,54198.0,1632148.0,485481.0,20493274.0,1
2021-05-22,CA,2092180.0,19232248.0,236342.0,1754747.0,2328522.0,20986995.0,1
2021-05-23,CA,286701.0,19489435.0,23983.0,1706455.0,310685.0,21196087.0,1
2021-05-24,CA,337757.0,19827192.0,19932.0,1726387.0,357695.0,21553782.0,1
2021-05-25,CA,232605.0,20059797.0,23013.0,1749400.0,255621.0,21809403.0,1
2021-05-26,CA,270215.0,20330012.0,53478.0,1802878.0,323703.0,22133106.0,1
2021-05-27,CA,330778.0,20660790.0,63192.0,1866070.0,393978.0,22527084.0,1
2021-05-28,CA,387631.0,21048421.0,71852.0,1937922.0,459496.0,22986580.0,1
2021-05-29,CA,2347434.0,21579682.0,414527.0,2169274.0,2761961.0,23748956.0,1
2021-05-30,CA,253037.0,21579750.0,66104.0,2073875.0,319151.0,23653885.0,1
2021-05-31,CA,324944.0,21904694.0,65541.0,2139416.0,390491.0,24044376.0,1
2021-06-01,CA,231746.0,22136440.0,83563.0,2222979.0,315323.0,24359699.0,1
2021-06-02,CA,245681.0,22382121.0,101385.0,2324364.0,347101.0,24706800.0,1
2021-06-03,CA,274815.0,22656936.0,140119.0,2464483.0,414951.0,25121751.0,1
2021-06-04,CA,290873.0,22947809.0,170195.0,2634678.0,461097.0,25582848.0,1
2021-06-05,CA,1732420.0,23312102.0,881133.0,3050407.0,2613553.0,26362509.0,1
2021-06-06,CA,197476.0,23379785.0,126577.0,2906466.0,324067.0,26286632.0,1
2021-06-07,CA,254457.0,23634242.0,154281.0,3060747.0,408742.0,26695374.0,1
2021-06-08,CA,162944.0,23797186.0,190140.0,3250887.0,353098.0,27048472.0,1
2021-06-09,CA,165305.0,23962491.0,239446.0,3490333.0,404764.0,27453236.0,1
2021-06-10,CA,177557.0,24140048.0,300377.0,3790710.0,477958.0,27931194.0,1
2021-06-11,CA,173839.0,24313887.0,329073.0,4119783.0,502929.0,28434123.0,1
2021-06-12,CA,1095191.0,24407293.0,1820792.0,4871199.0,2915983.0,29278492.0,1
2021-06-13,CA,116957.0,24558609.0,261718.0,4673552.0,378701.0,29232669.0,1
2021-06-14,CA,130678.0,24689287.0,316965.0,4990517.0,447675.0,29680344.0,1
2021-06-15,CA,117728.0,24807015.0,331038.0,5321555.0,448800.0,30129144.0,1
2021-06-16,CA,97895.0,24904910.0,367119.0,5688674.0,465046.0,30594190.0,1
2021-06-17,CA,104146.0,25009056.0,403373.0,6092047.0,507551.0,31101741.0,1
2021-06-18,CA,97945.0,25107001.0,437865.0,6529912.0,535844.0,31637585.0,1
2021-06-19,CA,629627.0,25036920.0,2459768.0,7330967.0,3089395.0,32367887.0,1
2021-06-20,CA,60229.0,25234844.0,290355.0,7174726.0,350602.0,32410322.0,1
2021-06-21,CA,80250.0,25315094.0,326133.0,7500859.0,406399.0,32816721.0,1
2021-06-22,CA,63156.0,25378250.0,409278.0,7910137.0,472470.0,33289191.0,1
2021-06-23,CA,59165.0,25437415.0,457525.0,8367662.0,516736.0,33805927.0,1
2021-06-24,CA,68658.0,25506073.0,523865.0,8891527.0,592596.0,34398523.0,1
2021-06-25,CA,56642.0,25562715.0,465295.0,9356822.0,521963.0,34920486.0,1
2021-06-26,CA,417811.0,25454731.0,2990395.0,10321362.0,3408206.0,35776093.0,1
2021-06-27,CA,41552.0,25648687.0,317907.0,10074700.0,359500.0,35724421.0,1
2021-06-28,CA,83234.0,25731921.0,621623.0,10696323.0,704875.0,36429296.0,1
2021-06-29,CA,57346.0,25789267.0,530376.0,11226699.0,587771.0,37017067.0,1
2021-06-30,CA,56261.0,25845528.0,550418.0,11777117.0,606736.0,37623803.0,1
2021-07-01,CA,40962.0,25886490.0,421437.0,12198554.0,462511.0,38086314.0,1
2021-07-02,CA,56316.0,25942806.0,511050.0,12709604.0,567432.0,38653746.0,1
2021-07-03,CA,356219.0,25810950.0,3325408.0,13646770.0,3681627.0,39457720.0,1
2021-07-04,CA,30251.0,26003593.0,290754.0,13331085.0,321050.0,39336123.0,1
2021-07-05,CA,56114.0,26059707.0,544963.0,13876048.0,601628.0,39937751.0,1
2021-07-06,CA,42058.0,26101765.0,439840.0,14315888.0,482429.0,40420180.0,1
2021-07-07,CA,43047.0,26144812.0,460292.0,14776180.0,503432.0,40923612.0,1
2021-07-08,CA,59825.0,26204637.0,561703.0,15337883.0,621619.0,41545231.0,1
2021-07-09,CA,50861.0,26255498.0,495295.0,15833178.0,546223.0,42091454.0,1
2021-07-10,CA,318633.0,26129583.0,2975961.0,16622731.0,3294594.0,42752314.0,1
2021-07-11,CA,27441.0,26316981.0,258316.0,16423251.0,285796.0,42743119.0,1
2021-07-12,CA,53739.0,26370720.0,451037.0,16874288.0,504808.0,43247927.0,1
2021-07-13,CA,38369.0,26409089.0,377021.0,17251309.0,415435.0,43663362.0,1
2021-07-14,CA,43821.0,26452910.0,382525.0,17633834.0,426410.0,44089772.0,1
2021-07-15,CA,45496.0,26498406.0,392961.0,18026795.0,438528.0,44528300.0,1
2021-07-16,CA,45932.0,26544338.0,385998.0,18412793.0,431992.0,44960292.0,1
2021-07-17,CA,299778.0,26429361.0,2482184.0,19104915.0,2781962.0,45534276.0,1
2021-07-18,CA,23792.0,26600873.0,201495.0,18883349.0,225344.0,45487491.0,1
2021-07-19,CA,42996.0,26643869.0,383262.0,19266611.0,426273.0,45913764.0,1
2021-07-20,CA,36236.0,26680105.0,298858.0,19565469.0,335143.0,46248907.0,1
2021-07-21,CA,39741.0,26719846.0,345681.0,19911150.0,385483.0,46634390.0,1
2021-07-22,CA,42208.0,26762054.0,339087.0,20250237.0,381367.0,47015757.0,1
2021-07-23,CA,40870.0,26802924.0,314163.0,20564400.0,355108.0,47370865.0,1
2021-07-24,CA,260342.0,26689703.0,2069929.0,21174844.0,2330271.0,47864547.0,1
2021-07-25,CA,23184.0,26856812.0,173589.0,20956259.0,196907.0,47816827.0,1
2021-07-26,CA,41652.0,26898464.0,349189.0,21305448.0,391138.0,48207965.0,1
2021-07-27,CA,36517.0,26934981.0,242057.0,21547505.0,278996.0,48486961.0,1
2021-07-28,CA,39046.0,26974027.0,235868.0,21783373.0,275315.0,48762276.0,1
2021-07-29,CA,39405.0,27013432.0,230349.0,22013722.0,270093.0,49032369.0,1
2021-07-30,CA,38564.0,27051996.0,218706.0,22232428.0,257581.0,49289950.0,1
2021-07-31,CA,238129.0,26927832.0,1448570.0,22623414.0,1686699.0,49551246.0,1
2021-08-01,CA,20567.0,27098523.0,124339.0,22511850.0,145153.0,49616532.0,1
2021-08-02,CA,12432.0,27110955.0,81447.0,22593297.0,94115.0,49710647.0,1
2021-08-03,CA,38902.0,27149857.0,239213.0,22832510.0,278444.0,49989091.0,1
2021-08-04,CA,28686.0,27178543.0,137917.0,22970427.0,166943.0,50156034.0,1
2021-08-05,CA,34294.0,27212837.0,154652.0,23125079.0,189330.0,50345364.0,1
2021-08-06,CA,32171.0,27245008.0,142623.0,23267702.0,175277.0,50520641.0,1
2021-08-07,CA,188841.0,27116673.0,889150.0,23512564.0,1077991.0,50629237.0,1
2021-08-08,CA,16710.0,27284667.0,82989.0,23454726.0,100028.0,50748242.0,1
2021-08-09,CA,32878.0,27317545.0,152319.0,23607045.0,185441.0,50933683.0,1
2021-08-10,CA,26294.0,27343839.0,109672.0,23716717.0,136434.0,51070117.0,1
2021-08-11,CA,27627.0,27371466.0,108877.0,23825594.0,136950.0,51207067.0,1
2021-08-12,CA,32233.0,27403699.0,119607.0,23945201.0,152267.0,51359334.0,1
2021-08-13,CA,33500.0,27437199.0,113210.0,24058411.0,147254.0,51506588.0,1
2021-08-14,CA,196641.0,27313314.0,751927.0,24264491.0,948568.0,51577805.0,1
2021-08-15,CA,18715.0,27479340.0,78759.0,24229281.0,97840.0,51720513.0,1
2021-08-16,CA,32790.0,27512130.0,131283.0,24360564.0,164311.0,51884824.0,1
2021-08-17,CA,28732.0,27540862.0,107911.0,24468475.0,137054.0,52021878.0,1
2021-08-18,CA,30009.0,27570871.0,94253.0,24562728.0,124729.0,52146607.0,1
2021-08-19,CA,37014.0,27607885.0,99439.0,24662167.0,136996.0,52283603.0,1
2021-08-20,CA,36669.0,27644554.0,90753.0,24752920.0,127847.0,52411450.0,1
2021-08-21,CA,210265.0,27523579.0,620199.0,24884690.0,830464.0,52408269.0,1
2021-08-22,CA,18475.0,27688705.0,58962.0,24886760.0,77733.0,52590282.0,1
2021-08-23,CA,29940.0,27718645.0,90754.0,24977514.0,120939.0,52711221.0,1
2021-08-24,CA,31519.0,27750164.0,84078.0,25061592.0,116032.0,52827253.0,1
2021-08-25,CA,34980.0,27785144.0,69401.0,25130993.0,104825.0,52932078.0,1
2021-08-26,CA,40158.0,27825302.0,81949.0,25212942.0,122607.0,53054685.0,1
2021-08-27,CA,39635.0,27864937.0,75069.0,25288011.0,115205.0,53169890.0,1
2021-08-28,CA,239889.0,27763468.0,501509.0,25386199.0,741398.0,53149667.0,1
2021-08-29,CA,19441.0,27909420.0,47687.0,25390677.0,67627.0,53318129.0,1
2021-08-30,CA,43110.0,27952530.0,79960.0,25470637.0,123387.0,53441516.0,1
2021-08-31,CA,29264.0,27981794.0,51988.0,25522625.0,81679.0,53523195.0,1
2021-09-01,CA,34628.0,28016422.0,62303.0,25584928.0,97690.0,53620885.0,1
2021-09-02,CA,38435.0,28054857.0,54659.0,25639587.0,94185.0,53715070.0,1
2021-09-03,CA,46394.0,28101251.0,61083.0,25700670.0,109147.0,53824217.0,1
2021-09-04,CA,241619.0,28005087.0,378058.0,25764257.0,619677.0,53769344.0,1
2021-09-05,CA,23434.0,28158059.0,37360.0,25784916.0,62020.0,53968230.0,1
2021-09-06,CA,14619.0,28172678.0,21163.0,25806079.0,36571.0,54004801.0,1
2021-09-07,CA,41938.0,28214616.0,59825.0,25865904.0,102391.0,54107192.0,1
2021-09-08,CA,35814.0,28250430.0,46976.0,25912880.0,84403.0,54191595.0,1
2021-09-09,CA,42014.0,28292444.0,53816.0,25966696.0,97697.0,54289292.0,1
2021-09-10,CA,41818.0,28334262.0,54347.0,26021043.0,98077.0,54387369.0,1
2021-09-11,CA,254814.0,28259901.0,348969.0,26113226.0,603783.0,54373127.0,1
2021-09-12,CA,20179.0,28382212.0,35374.0,26099675.0,56973.0,54517214.0,1
2021-09-13,CA,43243.0,28425455.0,55286.0,26154961.0,99404.0,54616618.0,1
2021-09-14,CA,32582.0,28458037.0,39347.0,26194308.0,73133.0,54689751.0,1
2021-09-15,CA,36478.0,28494515.0,45551.0,26239859.0,83309.0,54773060.0,1
2021-09-16,CA,40279.0,28534794.0,53839.0,26293698.0,96023.0,54869083.0,1
2021-09-17,CA,55207.0,28590001.0,58777.0,26352475.0,159000.0,55028083.0,1
2021-09-18,CA,306705.0,28566606.0,365692.0,26478918.0,672397.0,55045524.0,1
2021-09-19,CA,20036.0,28635774.0,34459.0,26427763.0,55750.0,55152386.0,1
2021-09-20,CA,67103.0,28702877.0,66291.0,26494054.0,139679.0,55292065.0,1
2021-09-21,CA,44003.0,28746880.0,50873.0,26544927.0,99008.0,55391073.0,1
2021-09-22,CA,45071.0,28791951.0,51176.0,26596103.0,100135.0,55491208.0,1
2021-09-23,CA,49222.0,28841173.0,60750.0,26656853.0,115467.0,55606675.0,1
2021-09-24,CA,50399.0,28891572.0,65177.0,26722030.0,165852.0,55772527.0,1
2021-09-25,CA,272096.0,28838702.0,359047.0,26837965.0,631143.0,55676667.0,1
2021-09-26,CA,24644.0,28942566.0,42724.0,26810928.0,68565.0,55915574.0,1
2021-09-27,CA,50147.0,28992713.0,61157.0,26872085.0,121234.0,56036808.0,1
2021-09-28,CA,31909.0,29024622.0,41023.0,26913108.0,78058.0,56114866.0,1
2021-09-29,CA,41999.0,29066621.0,50675.0,26963783.0,98196.0,56213062.0,1
2021-09-30,CA,37204.0,29103825.0,56148.0,27019931.0,99394.0,56312456.0,1
2021-10-01,CA,30140.0,29133965.0,52906.0,27072837.0,94271.0,56406727.0,1
2021-10-02,CA,221282.0,29059984.0,335578.0,27173543.0,556860.0,56233527.0,1
2021-10-03,CA,17370.0,29171486.0,31204.0,27142252.0,49624.0,56516683.0,1
2021-10-04,CA,38629.0,29210115.0,58759.0,27201011.0,104611.0,56621294.0,1
2021-10-05,CA,30866.0,29240981.0,43068.0,27244079.0,78273.0,56699567.0,1
2021-10-06,CA,32274.0,29273255.0,46462.0,27290541.0,123195.0,56822762.0,1
2021-10-07,CA,31248.0,29304503.0,44764.0,27335305.0,86272.0,56909034.0,1
2021-10-08,CA,33483.0,29337986.0,49711.0,27385016.0,98330.0,57007364.0,1
2021-10-09,CA,208331.0,29268315.0,313528.0,27487071.0,521859.0,56755386.0,1
2021-10-10,CA,17617.0,29378382.0,31876.0,27454543.0,51720.0,57122861.0,1
2021-10-11,CA,10452.0,29388834.0,15381.0,27469924.0,26427.0,57149288.0,1
2021-10-12,CA,43314.0,29432148.0,49653.0,27519577.0,111549.0,57260837.0,1
2021-10-13,CA,15219.0,29447367.0,47635.0,27567212.0,90478.0,57351315.0,1
2021-10-14,CA,31478.0,29478845.0,50913.0,27618125.0,100032.0,57451347.0,1
2021-10-15,CA,33396.0,29512241.0,50034.0,27668159.0,101168.0,57552515.0,1
2021-10-16,CA,160809.0,29429124.0,284451.0,27771522.0,445260.0,57200646.0,1
2021-10-17,CA,15374.0,29544522.0,28589.0,27729050.0,46166.0,57652265.0,1
2021-10-18,CA,26349.0,29570871.0,57986.0,27787036.0,110091.0,57762356.0,1
2021-10-19,CA,19135.0,29590006.0,36336.0,27823372.0,75120.0,57837476.0,1
2021-10-20,CA,22446.0,29612452.0,44770.0,27868142.0,82240.0,57919716.0,1
2021-10-21,CA,26360.0,29638812.0,43196.0,27911338.0,87326.0,58007042.0,1
2021-10-22,CA,25211.0,29664023.0,48432.0,27959770.0,93026.0,58100068.0,1
2021-10-23,CA,153366.0,29582490.0,301145.0,28072667.0,454511.0,57655157.0,1
2021-10-24,CA,12500.0,29691081.0,24683.0,28012760.0,39019.0,58187183.0,1
2021-10-25,CA,20809.0,29711890.0,59472.0,28072232.0,102195.0,58289378.0,1
